us,state,county,time zone,egrid,egrid_agg,egrid with wecc detail,nerc,census division,census region,PADD,electricity interconnection,o&g producing region,IECC Climate Zone,IECC Climate Zone by state,electric utility territory,north america,CA building climate zone,CA forecast climate zone,gas utility territory,VISION Region,SqMi,pop_x_transit_share,Urban Utility-scale PV (GWh),Rural Utility-scale PV (GWh),Sum Utility-scale PV (GWh),Rooftop PV (GWh),CSP (GWh),Onshore Wind (GWh),Offshore Wind (GWh),Biopower-Solid (GWh),Biopower-Solid (BDT),Biopower-Gaseous (GWh),Biopower-Gaseous (Tonnes-CH4),Geothermal Hydrothermal (GWh),EGS Geothermal (GWh),Hydropower (GWh),Hydropower (Count of Sites),CDD_res_sq_ft,HDD_res_sq_ft,CDD_com_sq_ft,HDD_com_sq_ft,SEDS Industrial Data (Allocation),Rail Fuel Use,Aviation Fuel Use,Marine Fuel Use,BUSES VMT Share,HDV VMT Share,LDV VMT Share,MDV VMT Share,BOM VOS,Bulk Chemicals VOS,Computer and Electronic Products VOS,Electrical Equipment VOS,Fabricated Metal Products VOS,Food and Kindred Products VOS,Glass and Cement VOS,Iron and Steel and Aluminum Manufacturing VOS,Machinery VOS,Paper and Allied Products VOS,Plastic and Rubber Products VOS,Transportation Equipment VOS,Wood Products VOS,Military Fuel Sales - Diesel Fule,Steel Production Facility GHGs,Domestic Shipping Ton-Miles Allocation,2015 Capacity Biomass Power Plants,2015 Capacity Bulk Electricity Storage,2015 Capacity Coal Power Plants,2015 Capacity Combined Heat and Power,2015 Capacity Combined-Cycle Gas Turbines,2015 Capacity Combustion Turbines,2015 Capacity Dispatchable Hydroelectric Power Plants,2015 Capacity Fossil Steam Turbines,2015 Capacity Fuel Cell Power Plants,2015 Capacity Geothermal Power Plants,2015 Capacity Nuclear Power Plants,2015 Capacity Onshore Wind,2015 Capacity Run of River Hydroelectric Power Plants,2015 Capacity Solar Thermal Power Plants,2015 Capacity Transmission-Sited Solar PV,Households 2010 (complete count),Employment in construction (NAICS 23) 2007,Employment in manufacturing (NAICS 31-33) 2007,Employment in mining (NAICS 21) 2006,"Employment in farming (NAICS, no code) 2007",Cropland - harvested cropland (NAICS) 2007 (acres) (adjusted),"Farm earnings (NAICS, no code) 2007","Earnings in agriculture, forestry, fishing, and hunting (NAICS 11) 2007",Earnings in mining (NAICS 21) 2007,Earnings in utilities (NAICS 22) 2007,Earnings in construction (NAICS 23) 2007,Earnings in manufacturing (NAICS 31-33) 2007,Earnings in wholesale trade (NAICS 42) 2007,Earnings in retail trade (NAICS 44-45) 2007,Earnings in transportation and warehousing (NAICS 48-49) 2007,"Employment in all industries (NAICS, no code) 2007",Employment in utilities (NAICS 22) 2007,Employment in transportation and warehousing (NAICS 48-49) 2007,Total housing units 2010 (complete count),Vacant housing units 2010 (complete count),Owner-occupied housing units 2010 (complete count),Renter-occupied housing units 2010 (complete count),Resident population (April 1 - complete count) 2010,"Public supply water use: population served, total 2005",Irrigation water use: total withdrawals 2005,Thermoelectric power water use: total self-supplied withdrawals 2005
us,texas,"rusk, texas",US/Central,SPSO,SP_agg,SPSO (egrid with wecc detail),SPP,west south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,468.0268403,0,347.2694263,67725.50643,68072.77586,88.9700621,39576.87662,9643.615247,1912.367253,27.9248696,25385.52841,10.24386621,2179.729035,0,5263.052868,5.220932828,7.583031512,45755405532,39325419825,15458634771,13286240068,2013.924247,2.3648E+11,194582096.4,2.3698E+11,0.004728329,0.013649878,0.007537256,0.01069822,204512.7788,976978.2437,54731.74434,12475.11169,65475.26052,90128.96253,17535.68415,73449.72531,86796.11883,17993.15148,33485.69204,1008050.811,22222.15368,16903.1136,131.8896975,42044290.91,0,0,1204.898433,0,422.4643884,0,0,0,0,0,0,0,0,0,0,9237.221349,904.4237616,806.9319797,956.4193787,856.9277653,18226.4636,11869.99942,3082.740141,78655.86971,24230.95745,40780.5624,33979.63569,14462.78086,24601.92618,15975.15338,10204.6398,227.4808245,319.47307,10594.60693,1357.385579,7129.399028,2107.822321,26662.75246,21.46319076,0.039996628,1111.491307
us,texas,"sabine, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,558.3356098,0,113.7255326,80793.57566,80907.30119,57.1798001,47213.48786,11504.41243,2281.370734,33.31315162,30283.82832,12.22048565,2600.32168,0,6278.59255,6.228345178,9.046225898,15701491580,13494968324,4901175568,4212415661,1.73E-11,0.004323013,3.55E-06,0.004332739,0.002359279,0.006810837,0.003760842,0.005338057,102045.1047,8.40E-09,4.70E-10,1.07E-10,5.62E-10,7.74E-10,1.51E-10,6.30E-10,7.45E-10,1.55E-10,2.88E-10,8.66E-09,1.91E-10,8434.093984,1.13E-12,7.69E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4609.067586,0,0,127.4351739,235.414596,4019.558308,4360.033964,5628.548977,6176.228388,1173.18183,0,0,0,6961.26797,0,3726.749245,26.26526484,0,7770.627243,3161.559657,3904.769373,704.2982128,10539.18071,1.848296415,0,0
us,texas,"sabine, texas",US/Central,SRMV (SRDA),SRM_agg,SRMV (egrid with wecc detail),SERC_STV,west south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,15.61868139,0,4.392504278,2260.090695,2264.4832,2.464646556,1320.733285,321.8203338,63.81825197,0.931890233,847.1490221,0.341851511,72.74047208,0,175.6351107,0.174229509,0.2530559,676788430.2,581679669.1,211257567.6,181569640.6,4.84E-13,0.00012093,9.93E-08,0.000121202,6.60E-05,0.000190524,0.000105204,0.000149325,2854.573396,2.35E-10,1.31E-11,2.99E-12,1.57E-11,2.17E-11,4.22E-12,1.76E-11,2.08E-11,4.33E-12,8.05E-12,2.42E-10,5.33E-12,235.9323397,3.16E-14,2.15E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.9324142,0,0,3.564826143,6.58540402,112.4416918,121.9660364,157.4510234,172.7716121,32.81817045,0,0,0,194.7320296,0,104.2507554,0.734735159,0,217.3727575,88.44034324,109.230627,19.70178723,294.8192857,0.051703585,0,0
us,texas,"san augustine, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,585.8025265,0,96.05741985,84768.15721,84864.21463,39.57413082,49536.12126,12070.36368,2393.601118,34.95196803,31773.61936,12.82166361,2728.242625,0,6587.463372,6.534744117,9.491248441,13401647802,11518320514,4020819899,3455775962,214.4929368,0.001481314,1.22E-06,0.001484647,0.001855557,0.005356677,0.002957876,0.004198345,80257.77397,104053.0362,5829.202662,1328.661367,6973.440503,9599.182239,1867.637473,7822.760619,9244.217826,1916.360017,3566.392547,107362.419,2366.76976,6633.356991,14.04690797,2.63E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,290,128,0,352,7394,9241,0,0,0,5393,3619,868,5808,0,3013,0,0,5342,1717,2865,760,8865,2.35,0.04,0
us,texas,"san jacinto, texas",US/Central,SRMV (SRDA),SRM_agg,SRMV (egrid with wecc detail),SERC_STV,west south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),2A,Texas 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,640.7955986,0,297.2406555,92725.8924,93023.13306,99.88807849,54186.39736,13203.48679,2618.303937,38.23313534,34756.41452,14.0253161,2984.360407,0,7205.871166,7.148202814,10.38225332,39885964532,34280808620,7299663077,6273844844,195.7640702,68066395970,55968460.01,68219524564,0.005167919,0.014918898,0.00823799,0.011692826,223526.203,94967.44368,5320.214533,1212.646724,6364.541029,8761.011035,1704.561087,7139.701112,8437.041028,1749.029327,3254.986069,97987.86131,2160.11067,18474.58543,12.82037497,12093374.77,0,0,0,0,0,146.5,0,0,0,0,0,0,0,0,0,10096,644,117,0,491,12902,3188,0,0,3253,8227,3303,5320,7457,4595,5470,48,182,13187,3091,8490,1606,26384,5.72,0,0
us,texas,"san patricio, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,gulf coast (o&g producing region),2A,Texas 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,699.1727535,0,718.9646642,101173.319,101892.2837,197.8927256,59122.83531,14406.33837,2856.834187,41.7162143,37922.76055,15.30303719,3256.238787,0,7862.333629,7.799411629,11.32808755,1.20314E+11,56625516035,44635323677,21007470745,10709.94824,3.51E+11,288319786,3.51E+11,0.011587379,0.033450783,0.018471016,0.026217365,501184.8909,5195521.347,291060.6741,66342.01886,348194.1547,479301.3067,93253.88963,390601.9589,461577.4108,95686.67801,178075.2324,5360763.704,118176.2998,41423.25578,701.3828028,62298645.08,0,0,0,460,366,0,0,0,0,0,0,380.1,0,0,0,22637,3342,2194,666,902,247280,11410,12737,44334,11534,170238,180702,13903,59885,23671,27235,140,521,26521,3884,15560,7077,64804,54.25,8.16,0
us,texas,"san saba, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,1150.95415,0,66.54153503,166548.0395,166614.581,23.73417848,97325.97891,23715.21894,4702.822224,68.67179782,62427.14467,25.19133372,5360.308346,0,12942.70332,12.83912329,18.64790828,9083535194,8249178886,5188261006,4711700041,112.3731993,25774870291,21193715,25832855874,0.001155308,0.003335178,0.001841635,0.002613977,49970.15058,54513.55532,3053.928778,696.087856,3653.396848,5029.027225,978.4583167,4098.357042,4843.06079,1003.984137,1868.43887,56247.34637,1239.954536,4130.065305,7.359197984,4579428.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257,171,62,62,908,38108,2499,0,1843,845,2197,1896,4225,7238,1740,3967,0,73,3177,920,1714,543,6131,2.5,4.53,0
us,texas,"schleicher, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3B,Texas 3B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,1307.619181,0,37.51612835,189218.1465,189255.6627,11.19758823,110573.7503,26943.27587,5342.958749,78.01923302,70924.57313,28.62031573,6089.940255,0,14704.43207,14.58675298,21.18621541,5127730437,4656729428,2287438492,2077328805,5.93E-12,0.001481314,1.22E-06,0.001484647,0.00060504,0.001746646,0.000964471,0.00136895,26169.56933,2.88E-09,1.61E-10,3.67E-11,1.93E-10,2.65E-10,5.16E-11,2.16E-10,2.55E-10,5.30E-11,9.85E-11,2.97E-09,6.54E-11,2162.931852,3.88E-13,2.63E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,187,0,134,411,19514,-1919,0,6262,0,6150,0,1198,1171,0,1749,0,0,1489,307,835,347,3461,1.77,0.65,0
us,texas,"scurry, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3B,Texas 3B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,907.7578804,0,192.7688106,131356.4883,131549.2571,53.26579423,76761.02851,18704.20023,3709.117287,54.16146736,49236.30757,19.8684124,4227.676787,0,10207.91396,10.12622036,14.7076108,22277255721,31384047817,10895394750,15349358741,711.6969287,3.09E+11,253764286.4,3.09E+11,0.002988343,0.008626835,0.004763608,0.006761363,129253.7612,345252.517,19341.54893,4408.556421,23138.18004,31850.50576,6196.902672,25956.26126,30672.71834,6358.566201,11833.44618,356233.1937,7853.045392,10682.90707,46.6082539,54832071.8,0,0,0,0,110,0,0,0,0,0,0,473.5,0,0,0,5838,705,213,1314,817,82758,9218,3076,129836,2162,24411,12008,16171,17770,20834,9375,27,314,6963,1125,4311,1527,16921,10.72,3.47,0
us,texas,"shackelford, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3B,Texas 3B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,915.772945,0,37.67962106,132516.3028,132553.9824,13.83880648,77438.7914,18869.34931,3741.867005,54.63968702,49671.04043,20.0438409,4265.005135,0,10298.04492,10.21563,14.83747192,4988118796,5129566702,3055419026,3142061434,65.49176434,0.001481314,1.22E-06,0.001484647,0.000699737,0.002020021,0.001115425,0.001583211,30265.48332,31770.82206,1779.847732,405.6841144,2129.221264,2930.946774,570.2512869,2388.546694,2822.564437,585.1278857,1088.93721,32781.28573,722.652828,2501.461795,4.288984057,2.63E-07,0,0,0,0,0,0,0,0,0,0,0,562.3,0,0,0,1367,84,34,574,363,21877,1812,334,42706,0,1230,1105,1032,2316,0,2344,0,0,1754,387,1043,324,3378,1.78,0.18,0
us,texas,"shelby, texas",US/Central,SPSO,SP_agg,SPSO (egrid with wecc detail),SPP,west south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,834.337287,0,293.3059308,120732.2111,121025.5171,91.73635197,70552.50046,17191.38111,3409.119239,49.7808201,45254.01339,18.26143034,3885.736997,0,9382.285103,9.307198981,13.51804084,38470968228,33064661084,16905325749,14529628241,6115.923224,2.66E+11,218380526.5,2.66E+11,0.004938597,0.014256887,0.007872437,0.011173969,213607.4492,2966905.999,166210.3959,37884.65499,198836.5089,273705.3372,53252.6971,223053.5143,263584.0944,54641.94256,101689.9826,3061267.759,67484.6564,17654.794,400.5251266,47186532.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9648,728,2701,153,1622,26735,55788,24301,4620,1201,24139,103190,14655,35407,17929,12668,16,450,11873,2225,7220,2428,25448,10.58,0.02,0
us,texas,"sherman, texas",US/Central,SPSO,SP_agg,SPSO (egrid with wecc detail),SPP,west south central,south,PADD 3 (Gulf Coast),eastern interconnection,mid-continent (o&g producing region),4B,Texas 4B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,921.984827,0,33.31981533,133415.189,133448.5088,9.446585607,77964.07513,18997.3441,3767.248882,55.01031959,50007.96963,20.17980252,4293.935569,0,10367.89874,10.28492479,14.93811764,2824849610,7133118922,1457217974,3679668137,5.93E-12,25271223400,20779584.93,25328075932,0.00055334,0.001597398,0.000882059,0.001251976,23933.4217,2.88E-09,1.61E-10,3.67E-11,1.93E-10,2.65E-10,5.16E-11,2.16E-10,2.55E-10,5.30E-11,9.85E-11,2.97E-09,6.54E-11,1978.112802,3.88E-13,4489945.017,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1081,0,0,0,649,240804,79609,0,0,0,0,0,0,1817,1706,1773,0,52,1252,171,793,288,3034,1.84,344.56,0
us,texas,"smith, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,834.6368889,0,2340.97589,120775.5648,123116.5407,655.1913405,70577.83513,17197.55436,3410.343418,49.79869588,45270.26364,18.26798783,3887.132325,0,9385.654185,9.3105411,13.52289502,3.08813E+11,2.65416E+11,1.66906E+11,1.43451E+11,31467.19204,2.27673E+12,1869277401,2.27673E+12,0.034898264,0.100745328,0.055630047,0.078960095,1509442.597,15265103.47,855173.3329,194921.3014,1023038.776,1408248.287,273991.8055,1147638.306,1356173.224,281139.6476,523207.7143,15750606.57,347217.021,124756.4081,2060.75201,403903772.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68176.93965,6543.882335,7802.122231,3901.492315,2234.475373,51365.33682,36474.29619,11592.3651,426680.446,18043.97076,204770.5658,530925.492,180606.1505,420587.5983,153467.3217,110732.8724,250.95806,3342.657872,75295.1796,7118.239957,45335.44419,22841.49546,180857.1086,164.3645933,1.000382645,0
us,texas,"smith, texas",US/Central,SPSO,SP_agg,SPSO (egrid with wecc detail),SPP,west south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,133.1715753,0,61.29886863,19270.50247,19331.80133,17.44381189,11261.13836,2743.978173,544.1417835,7.945695746,7223.155846,2.914772578,620.2164583,0,1497.540271,1.485555505,2.157663119,8221834283,7066423762,4443710214,3819237699,5020.788789,3.63267E+11,298254989,3.63267E+11,0.005568238,0.016074552,0.008876124,0.012598581,240841.0784,2435643.455,136448.2943,31100.92199,163232.2837,224694.8887,43717.1192,183112.9239,216385.9841,44857.60244,83481.08794,2513108.534,55400.66378,19905.6711,328.8059695,64445392.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10878.06035,1044.117665,1244.877769,622.5076851,356.5246269,8195.663181,5819.703809,1849.634903,68079.554,2879.029243,32672.43419,84712.50801,28816.84945,67107.40174,24486.67829,17668.1276,40.04193996,533.3421281,12013.8204,1135.760043,7233.555813,3644.504542,28856.89139,26.22540665,0.159617355,0
us,texas,"somervell, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,191.451678,0,97.43075866,27703.88519,27801.31595,28.3912569,16189.36947,3944.830001,782.2754765,11.42298407,10384.23781,4.190369453,891.6428404,0,2152.911364,2.135681684,3.101924895,12536746175,12892250237,6679166845,6868567740,135.1323282,2.81E+11,231376902.4,2.82E+11,0.00157556,0.004548373,0.002511543,0.00356483,68147.15263,65554.27538,3672.445999,837.067675,4393.325324,6047.564384,1176.62709,4928.404037,5823.933861,1207.322696,2246.856869,67639.21399,1491.084568,5632.406295,8.849668462,49994721.89,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,3078,448,92,0,282,10269,-590,0,3778,0,25963,2280,0,7213,18996,5124,0,317,3674,596,2356,722,8490,2.41,0.07,61.64
us,texas,"starr, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,gulf coast (o&g producing region),2A,Texas 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,1217.326373,0,680.5547757,176152.387,176832.9418,145.6348614,102938.4888,25082.80757,4974.020486,72.63190333,66027.13896,26.64404564,5669.421946,0,13689.07188,13.57951869,19.72327963,1.34442E+11,40584070766,41420899698,12503767823,368.0577887,1.86E+11,153276844.6,1.87E+11,0.008702435,0.025122444,0.013872233,0.019689951,376403.4249,178549.1448,10002.58318,2279.908009,11966.03082,16471.65563,3204.760626,13423.41626,15862.5567,3288.365765,6119.728577,184227.8591,4061.243495,31109.98682,24.10370226,33119266.18,0,0,0,0,0,0,0,0,0,0,0,200,30.5,0,0,17001,1579,201,123,1191,57393,11959,0,8961,3358,9573,6210,3368,45004,12584,21279,52,656,19526,2525,13258,3743,60968,38.26,5.99,0
us,texas,"stephens, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,920.2239134,0,102.4990328,133160.3771,133262.8762,36.74162657,77815.1703,18961.06077,3760.053753,54.9052545,49912.45861,20.14126079,4285.734513,0,10348.09693,10.26528144,14.90958709,14220125521,14623365110,7210997463,7415479459,1005.491205,88597413339,72850350.23,88796730450,0.001876032,0.005415785,0.002990514,0.004244672,81143.37699,487775.5622,27325.89753,6228.444345,32689.80882,44998.65341,8755.034464,36671.21688,43334.66577,8983.43401,16718.38894,503289.1514,11094.84636,6706.552655,65.84851994,15741126.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3665,511,482,670,591,10566,-6232,0,67780,0,16725,16965,0,9249,5981,5532,0,130,4938,1273,2699,966,9630,5.77,0.5,0
us,texas,"sterling, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3B,Texas 3B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,933.7754769,0,12.75243177,135121.3469,135134.0994,4.693864188,78961.10577,19240.28849,3815.425719,55.71380993,50647.48825,20.43786858,4348.847851,0,10500.48689,10.41645184,15.12915127,1693440014,1537891284,1158759579,1052323226,5.93E-12,0.001481314,1.22E-06,0.001484647,0.000225226,0.00065019,0.000359025,0.000509592,9741.633254,2.88E-09,1.61E-10,3.67E-11,1.93E-10,2.65E-10,5.16E-11,2.16E-10,2.55E-10,5.30E-11,9.85E-11,2.97E-09,6.54E-11,805.1522969,3.88E-13,2.63E-07,0,0,0,0,0,0,0,0,0,0,0,1011.6,0,0,0,440,0,0,119,129,0,-3865,0,12185,0,0,0,0,0,0,886,0,0,615,175,343,97,1143,1.02,0.44,0
us,texas,"stonewall, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3B,Texas 3B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,921.6434402,0,15.92419045,133365.7888,133381.713,6.827438818,77935.20708,18990.30989,3765.853968,54.98995072,49989.45299,20.17233047,4292.345637,0,10364.05978,10.28111655,14.93258644,1961651855,2763561921,1565450318,2205395864,5.93E-12,0.001481314,1.22E-06,0.001484647,0.000328626,0.000948686,0.00052385,0.000743541,14213.92852,2.88E-09,1.61E-10,3.67E-11,1.93E-10,2.65E-10,5.16E-11,2.16E-10,2.55E-10,5.30E-11,9.85E-11,2.97E-09,6.54E-11,1174.790397,3.88E-13,2.63E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,131,0,0,439,28276,2262,0,4473,0,4530,0,0,2097,0,1347,0,0,928,286,498,144,1490,0.75,0.15,0
us,texas,"sutton, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3B,Texas 3B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,1455.900397,0,44.97139615,210675.0793,210720.0507,15.0968798,123112.5769,29998.58568,5948.838834,86.86644703,78967.2679,31.86579827,6780.526443,0,16371.88319,16.24085955,23.58868688,6115940838,5554169049,4956770661,4501472940,100.4009491,0.001481314,1.22E-06,0.001484647,0.000793411,0.002290441,0.001264747,0.001795155,34317.11715,48705.67653,2728.562948,621.9265971,3264.16364,4493.23424,874.2132851,3661.717737,4327.080685,897.0195823,1669.375235,50254.74934,1107.849675,2836.331955,6.57514841,2.63E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,345,27,677,377,1302,-8285,0,72210,0,15010,1694,35736,4635,0,3790,0,0,2031,481,1118,432,4128,3.04,0.31,0
us,texas,"swisher, texas",US/Central,SPSO,SP_agg,SPSO (egrid with wecc detail),SPP,west south central,south,PADD 3 (Gulf Coast),eastern interconnection,mid-continent (o&g producing region),4B,Texas 4B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,901.0309638,0,84.59113077,130383.0744,130467.6655,23.74153563,76192.19287,18565.59324,3681.630968,53.76010519,48871.44317,19.72117803,4196.347696,0,10132.26847,10.05118026,14.59862043,7312580368,18465232701,3307301255,8351373143,286.682049,0.001481314,1.22E-06,0.001484647,0.001413807,0.004081418,0.002253697,0.00319885,61150.88875,139072.8202,7791.061973,1775.83173,9320.401137,12829.85479,2496.20405,10455.56593,12355.4246,2561.32451,4766.687138,143495.9991,3163.322832,5054.160555,18.77449401,2.63E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762,96,153,0,1017,196010,31719,0,0,0,1639,4837,5206,3555,0,4024,0,0,3221,459,1934,828,7854,6.93,150.04,0
us,texas,"tarrant, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,gulf coast (o&g producing region),3A,Texas 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,901.0071295,65435.24297,20966.52377,130379.6255,151346.1492,5527.164867,76190.17741,18565.10213,3681.53358,53.75868311,48870.15041,19.72065636,4196.236693,0,10132.00045,10.05091438,14.59823426,2.67131E+12,2.74706E+12,1.33956E+12,1.37754E+12,514529.2603,6.68E+13,54904340630,6.69E+13,0.336372329,0.971049463,0.536198827,0.76106912,14548996.43,249604171.4,13983189.28,3187215.208,16728006.23,23026679.62,4480120.146,18765369.6,22175185.03,4596996.603,8555122.359,257542774.5,5677447.062,1202483.976,33695.95882,11863445368,1.5,0,0,10.2,0,0,0,1265,0,0,0,0,0,0,0,657134,67404,93225,11379,1414,22019,6683,13018,3177587,211612,3152788,8681318,3079295,3613589,4507636,1027657,1554,68048,714803,57669,408824,248310,1809034,1620.48,3.44,283.59
us,texas,"taylor, texas",US/Central,ERCT,ERCT_agg,ERCT (egrid with wecc detail),ERCOT,west south central,south,PADD 3 (Gulf Coast),texas interconnection,southwest (o&g producing region),3B,Texas 3B,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,918.9562057,0,1474.998577,132976.9344,134451.9329,424.4489228,77707.97151,18934.93987,3754.873873,54.82961659,49843.69881,20.11351404,4279.830451,0,10333.84131,10.25113991,14.88904752,1.73134E+11,2.43909E+11,98637316127,1.3896E+11,6145.083358,1.28E+12,1049819710,1.28E+12,0.025965003,0.074956529,0.041389862,0.058747883,1123055.334,2981051.921,167002.8711,38065.28538,199784.5422,275010.3379,53506.60084,224117.012,264840.838,54902.47009,102174.8306,3075863.59,67806.41675,92821.25059,402.4347919,226839602,0,0,0,0,0,0,0,0,0,0,0,970.1,0,0,0,50725,4601,2663,2925,1366,110755,2976,2367,272515,33600,154218,103682,169496,243764,86190,84873,368,1683,55750,5025,30984,19741,131506,118.22,0.04,0
